,logFC,pvalue,FDR
STIP1,-0.727038556568138,0.388711010796012,0.756720492954792
CCDC58,-1.10230022789304,0.388815879127179,0.756821296127398
ZNF124,-3.14449811006534,0.388951496122845,0.756981915184611
IFT43,-1.11137381245388,0.389172038091969,0.757307749800589
AC093673.1,-2.98760609623877,0.389337500441482,0.757454831488942
CHD1,-0.402307707635827,0.389378680593684,0.757454831488942
EMC4,-0.946792790605682,0.389407018797871,0.757454831488942
ZFP37,2.36387489664874,0.389700012911073,0.757659719781128
CLTC,-1.06745304802185,0.389707390495958,0.757659719781128
AC107032.1,-0.362533758412242,0.389718805970582,0.757659719781128
PRKCE,2.0612461986296,0.389756316417212,0.757659719781128
VBP1,1.58642005647097,0.389808510535548,0.757659719781128
CASP8AP2,0.773308497296788,0.389831232084356,0.757659719781128
NOLC1,-1.3475982595401,0.390026904561652,0.757700566597001
AC096664.2,3.24312465652661,0.390115555797582,0.757700566597001
HTR2B,-5.70097937391726,0.390135701515511,0.757700566597001
SLC4A7,-1.21567960162105,0.390148841474179,0.757700566597001
ZNF251,1.87880651887782,0.390156144185505,0.757700566597001
NDUFAB1,-0.456854932299323,0.390194968543128,0.757700566597001
BABAM2,2.38721543067812,0.390298890281122,0.757700566597001
CASC3,1.33805475590386,0.390306778235774,0.757700566597001
HIST2H2BE,2.96038971187527,0.390330594913607,0.757700566597001
ST13P6,-1.69300075687968,0.390481884768605,0.757860970783349
VPS25,-1.02593316454242,0.390519549058255,0.757860970783349
EFCAB7,1.53587879065582,0.390753462886889,0.757923260722375
TOMM20,-1.03393387465269,0.390754050114322,0.757923260722375
ZNF441,1.2813022007265,0.39076165317613,0.757923260722375
AC023232.1,-3.13123703685883,0.390796619675411,0.757923260722375
SAMD4B,-0.622644620445512,0.390817472612947,0.757923260722375
CD2AP,-1.44103429580919,0.390946844339161,0.75807103004612
SLC35D1,0.969709609189075,0.391104238505648,0.75822916975343
AC006369.1,2.51586904711275,0.391134772332121,0.75822916975343
USP32,-1.06935644155482,0.39128841912441,0.758395854580744
RPL15P14,-1.28337100182743,0.391327153920872,0.758395854580744
STX16,0.485182328179535,0.39156122845799,0.758746346730611
CD48,-1.13544822061638,0.391727089799638,0.758875640682008
ADGRG5,2.76747321362415,0.391734416370573,0.758875640682008
ENO2,1.37931445391381,0.391938631552713,0.759093625440977
XPOT,-3.81590750949887,0.391979218293674,0.759093625440977
FCN1,27.0065309398228,0.392071605609546,0.759093625440977
DNAH1,1.2381130396606,0.392117982864914,0.759093625440977
FUT8,-0.91349825514905,0.392167523106291,0.759093625440977
MFSD12,2.12503826406551,0.392197655915647,0.759093625440977
MTHFD1L,-1.57872090275706,0.392251249480445,0.759093625440977
ZCCHC14,11.6994867474355,0.392352100666187,0.759093625440977
AC114402.2,-1.94669679039383,0.392362627351936,0.759093625440977
KLHL8,4.14861636229199,0.392389674756911,0.759093625440977
GPBP1L1,-0.614430060218744,0.392432661300505,0.759093625440977
RAB1B,-0.71067837465847,0.392704400074878,0.759237159887299
EMC1,1.9110847741782,0.392743883758581,0.759237159887299
DDI2,0.685366654116277,0.392753005256287,0.759237159887299
AL358942.1,-1.42614973347144,0.392757549063924,0.759237159887299
ADAM19,-2.58130174925247,0.392821754598757,0.759237159887299
PAGR1,2.82725345960585,0.392847543072917,0.759237159887299
SAMD10,-1.12807108481524,0.39287966670094,0.759237159887299
S100A11,-1.14545256463128,0.392944111004031,0.759254809875478
CMIP,-0.989360038982111,0.392995317204766,0.759254809875478
CHST12,-3.30463727520159,0.39312315826682,0.759398881334931
AC116533.1,-0.607647838300925,0.393317597212752,0.759476696630488
TBCCD1,3.34442542064638,0.393405689100962,0.759476696630488
PKP4,-2.41543252582973,0.393420910554759,0.759476696630488
ERGIC1,-1.12917788479001,0.393422918817827,0.759476696630488
MTHFS,-2.04107581755151,0.393429812332783,0.759476696630488
AP3S2,1.80542857252561,0.393732959447639,0.759758606693127
ZNF571,2.65044740247567,0.393735440306977,0.759758606693127
RNU4-62P,1.45607746481024,0.393753502256937,0.759758606693127
PRMT3,2.0974412050378,0.393830612070202,0.759758606693127
SCRIB,-1.78145907156439,0.393842319266429,0.759758606693127
PROSER3,-1.19211621839189,0.393935882885726,0.759836280127035
AC097448.1,-1.75868404229225,0.394049034886007,0.7599517101373
TCEA3,1.61699710806645,0.394162094804166,0.760066931357796
UBE2Z,-0.550765966826042,0.394217901849955,0.760071735024743
DISP1,1.34191420103002,0.394286011102059,0.760100253451109
ECSIT,-1.42516579620075,0.394479302014816,0.760289743213532
IFI44L,-3.25492699290808,0.39452970557566,0.760289743213532
ZNF561,-0.902111240161503,0.394566166199105,0.760289743213532
DMAP1,0.825879468085137,0.394650113363971,0.760289743213532
AIDA,0.877365779655851,0.394826380558672,0.760289743213532
MFSD13A,-2.27676109366701,0.394863469786706,0.760289743213532
SEC23A,1.10057594678714,0.394863682287799,0.760289743213532
GMEB1,-1.20230369382356,0.394863845278475,0.760289743213532
AC093323.1,-0.853427882360133,0.39486428582723,0.760289743213532
SLC40A1,-5.61052698986501,0.39506239174752,0.760568461411566
OSTF1,0.860725583342458,0.395137552884555,0.760610444764005
NTHL1,-1.43096571079854,0.395232500135352,0.760630845442649
RPTOR,-1.67155578294338,0.395254861324295,0.760630845442649
ARMCX7P,-1.57107686333112,0.395398502647507,0.76075253287888
ELF4,0.780736280421782,0.395480744214453,0.76075253287888
TRIM22,-0.635337453853683,0.39551660547883,0.76075253287888
DYRK4,-1.03244792490999,0.39565408812493,0.76075253287888
ZNF106,-1.1591549441458,0.395676989592171,0.76075253287888
RPS2P32,-3.00505031393275,0.395677261132198,0.76075253287888
METTL5,-0.79573571228614,0.395691640803654,0.76075253287888
AC083798.2,1.20448763593608,0.395775949370581,0.760812019178398
AC008802.1,-0.982859898319915,0.39586429894376,0.76084667507206
THYN1,-1.16134368746492,0.39590071799134,0.76084667507206
WDR75,0.923215617566327,0.39601896181813,0.760962274486574
AL158214.1,1.08294668891053,0.396098334253169,0.760962274486574
FHIT,-7.6090341806089,0.39612431390695,0.760962274486574
LRRC8D,-0.926553419287478,0.396212572764945,0.760962274486574
CHMP2B,-0.85179613374249,0.396227761189242,0.760962274486574
WDR4,2.0456194831522,0.396628271251143,0.761570739704539
CMTM8,-1.38427174004344,0.396676877501936,0.761570739704539
JAM3,-2.22493199400574,0.396706850763008,0.761570739704539
SRRT,-0.683106650427231,0.396758269064647,0.761570739704539
CPLANE1,-0.936108815621356,0.396911525900351,0.761729813630619
AMY1B,-1.57250625550484,0.396948006836551,0.761729813630619
NHLRC2,0.984584979759123,0.397061571095207,0.761845189439202
PTP4A2P1,1.54501919290465,0.397343811658361,0.762123266960319
N4BP2L2-IT2,2.12790144235158,0.397372024532901,0.762123266960319
PSME2P6,-1.17460651715699,0.397417037393896,0.762123266960319
WDR11,-0.790673982676082,0.397420339967944,0.762123266960319
AC134407.3,-9.47498046884154,0.39762734768921,0.762417682401799
THAP12P2,-1.85636144676057,0.397713432981548,0.762480191041547
CAMSAP1,-1.06391239565524,0.397965171294224,0.762854579729379
ITGB3BP,-1.63975870038866,0.398015738217391,0.762854579729379
THAP11,-0.721628246968137,0.398252612237968,0.763076782337454
MED26,-1.49179650864258,0.398289293338721,0.763076782337454
CCNB1,-2.66792837400587,0.398292251499228,0.763076782337454
IGFLR1,-1.01276737458992,0.398415583971413,0.763210503237902
OSBPL8,-0.88559055991964,0.398481683358943,0.763234566433574
LRRC59,-1.01313618371484,0.398603501176846,0.763365329497194
LAMTOR2,-1.23613487084754,0.398889900629628,0.763811205288916
VPS13D,-0.795925293335683,0.398945629376159,0.763815322641221
C12orf57,-1.33756985858476,0.399032718761538,0.763879473434199
HS2ST1,-1.45902047234386,0.399183244741787,0.764065029140564
PPP1R37,-1.24613025341639,0.399237894798661,0.764067046348465
TPMT,1.0256016070426,0.399339172534524,0.764087851282093
FAAP100,-1.82502031057409,0.399355960992064,0.764087851282093
IFT57,-1.04792525779344,0.399517073754732,0.764293532400358
TXNL4B,-1.37546280567433,0.399765546005895,0.764498656961088
MAP2K4,-1.56789207783326,0.399782307389277,0.764498656961088
SGO1,1.82322667769184,0.399787460607185,0.764498656961088
ZNF704,-3.11802586405864,0.399838803752937,0.764498656961088
AC092155.2,-0.343486205456951,0.399934983846463,0.764580009348958
ARHGAP15,-0.461020048152704,0.400073399077936,0.764714089853152
AC005921.2,-1.74468142462972,0.40019452046676,0.764714089853152
RNF216P1,0.976695243383402,0.400244950559406,0.764714089853152
EIF5B,-0.334408104289597,0.400308795938137,0.764714089853152
AL139317.3,1.78336208480268,0.400309632015351,0.764714089853152
PPP1R7,-1.17180970455421,0.400468763374456,0.764714089853152
SAP30,-2.28071249179738,0.400482268578697,0.764714089853152
POMK,-1.54843668214674,0.400502360799474,0.764714089853152
MTIF2,-0.674565455793454,0.400678551740724,0.764714089853152
HKDC1,-1.78674195668515,0.400782927352247,0.764714089853152
NEU1,1.49911440031885,0.400916658369903,0.764714089853152
SUV39H1,-1.74116117394956,0.400918165300438,0.764714089853152
SLC9A6,1.4587410485171,0.400930659619286,0.764714089853152
ITPRID2,-1.16180909789627,0.40096394934697,0.764714089853152
IVD,-0.579069455219533,0.401015206371633,0.764714089853152
LYPD3,-8.7834618548746,0.401074787114841,0.764714089853152
BCL9,-6.98795979278988,0.401135982725462,0.764714089853152
TOM1,1.02633504296035,0.401166250997997,0.764714089853152
GAB2,-2.05699061073344,0.401197154542465,0.764714089853152
AC243960.1,2.5802624991944,0.401245859767925,0.764714089853152
GLRX2,1.05958654845536,0.401294556626042,0.764714089853152
TSGA10,-1.05747073749995,0.401298975609874,0.764714089853152
BID,-0.68563241703733,0.401305016924715,0.764714089853152
RPL22P2,-1.33970539352649,0.40135609672204,0.764714089853152
NR1D1,1.64221335815474,0.401390409520607,0.764714089853152
STK39,-0.937135269466445,0.4014139978207,0.764714089853152
OCEL1,-1.57003784804601,0.40145344054861,0.764714089853152
LPIN1,0.517605412609549,0.401560728390305,0.7648162650544
TAF2,-0.691604063518644,0.401638599608902,0.764862393270707
FAM215B,1.40999416199863,0.401743961463282,0.764960854096507
BAZ2B,-1.12642167232427,0.401867553627187,0.765002733876919
POLE4,0.941005208749385,0.401873279601869,0.765002733876919
FCGR3A,5.18547093084692,0.401986478106536,0.765094357133781
AC073089.1,2.02203578871841,0.402030821105449,0.765094357133781
AC040160.2,2.19247997881291,0.402082416080688,0.765094357133781
MAP1A,-1.12042251147868,0.402331862645877,0.765466840234836
ZNF333,-1.21947969659962,0.402427362485446,0.765536172232027
RELA-DT,-1.83794636021819,0.402475702222155,0.765536172232027
BLZF2P,1.72514160805621,0.402611084574518,0.765691518369041
PHC2,-1.59176814697915,0.402676682464271,0.765714123677558
LINC00115,19.9349931256536,0.402763450305,0.765776973532686
TRIM47,1.98819027232339,0.40289482276048,0.765924602383438
APRT,0.862254808278223,0.40308396728879,0.766182005022532
SLFN13,-2.47925730647523,0.403159673153913,0.766223743565148
MPLKIP,-0.61264611775078,0.40326398691286,0.766319834368133
ETFB,1.48543871148858,0.403482524202468,0.766632928832518
FP671120.4,-1.68975232310779,0.403550542610054,0.766659986067288
FAM122B,-1.70714696843091,0.403679429091872,0.766738666170912
TSNARE1,3.33915433444216,0.403699524991503,0.766738666170912
DDIT4,-1.34543635447084,0.403768067208033,0.766766693235344
MYH11,-7.22786850022848,0.403898213049828,0.766911684235262
LIMS1,-0.454828635166063,0.40434622925011,0.767271275129745
ZNF562,-1.08840602307781,0.404362903289116,0.767271275129745
EEF1GP5,-0.887795176270045,0.404450544434792,0.767271275129745
KNSTRN,-2.36054558882232,0.404554291865798,0.767271275129745
AL121994.1,-2.13217397258727,0.404572323958881,0.767271275129745
POP5,-0.845458694367724,0.404606100677257,0.767271275129745
F8A3,-1.02392623723936,0.404665172242496,0.767271275129745
LINC00528,-1.70150345702502,0.404677403643085,0.767271275129745
TAF1,1.80581993783155,0.404682741175714,0.767271275129745
NIFK,-1.56139402720737,0.404686894641339,0.767271275129745
ZNF845,2.0999186677928,0.404712570927948,0.767271275129745
POLG,-1.05990192455143,0.404733470140071,0.767271275129745
RASA4,3.20733693821062,0.404801927689761,0.767271275129745
PSMC6,-0.534846371442689,0.404841086667084,0.767271275129745
AL122035.2,1.81869980375504,0.404907066038586,0.767294315226118
NDRG1,-0.6752040198242,0.404977367639534,0.767325538685434
SIK1B,1.94838227231158,0.405103134448751,0.767422738882874
TWNK,-1.71515791822808,0.405177241148894,0.767422738882874
RNF4,-1.75199803957541,0.405190162427848,0.767422738882874
SPATA5,-1.07262333822491,0.405470196756384,0.76777927648972
AC107464.1,-2.12750676717766,0.405565510662771,0.76777927648972
NBPF25P,3.09877803122246,0.405613488576654,0.76777927648972
PHC3,-0.592186741444264,0.405637840315706,0.76777927648972
LINC02802,2.28124405017172,0.40564769293775,0.76777927648972
AL035587.2,2.08795172531039,0.405876694224295,0.768110733155655
SGMS1,1.24689009080008,0.40597247150536,0.768190012447626
AC074019.1,-1.0936654753279,0.406144412301267,0.768246336131769
RFWD3,-0.79598768115212,0.406150440785935,0.768246336131769
CUL1,1.24355059969088,0.406163905402998,0.768246336131769
SRRM2,-0.671961450555571,0.4064074750496,0.768543547375689
TYK2,-1.15443813863041,0.406428858281798,0.768543547375689
MEPCE,-1.05580584941872,0.406591197644586,0.768605367257251
RPS17P5,4.10635515241692,0.406835878478273,0.768605367257251
PLA2G6,-0.965198117181758,0.406841650583795,0.768605367257251
CKAP2,1.21220827123315,0.406857188664019,0.768605367257251
YY1AP1,1.64603933605292,0.406950690167784,0.768605367257251
LTV1,0.729975297996424,0.406994257173737,0.768605367257251
TNRC18,-1.64932057163164,0.407013309970208,0.768605367257251
DPAGT1,-1.36272381508559,0.407053551237258,0.768605367257251
RNF122,-1.6161711637297,0.407064356927297,0.768605367257251
AC024587.1,2.83300577450116,0.407069554334827,0.768605367257251
RPS10P2,-1.2339767531847,0.407099327503461,0.768605367257251
SLC9B1,-1.88316315080588,0.407118497931782,0.768605367257251
SENP7,-0.52240796947922,0.407293039247758,0.768605367257251
IGF2R,0.523626893475504,0.407295033513484,0.768605367257251
GIMAP5,1.50556657536736,0.407378335537754,0.768605367257251
ZBED1,-0.842536945987499,0.407396225662037,0.768605367257251
BNIP2,-0.715862571366783,0.407415151514725,0.768605367257251
RPS27AP2,1.93040673830558,0.407432011809978,0.768605367257251
ZRANB1,0.824659740318198,0.407641924282341,0.768757025552199
RAB30-DT,0.846493224146565,0.407692303079929,0.768757025552199
EMBP1,2.4854427044656,0.407805108423309,0.768757025552199
AC087499.2,2.07846793861191,0.407899173228173,0.768757025552199
UBAP2,-0.586537610389472,0.407932007244277,0.768757025552199
RBM7,1.24843425595764,0.407933544333463,0.768757025552199
AC068657.1,1.80641182488718,0.407936144365856,0.768757025552199
LINC02175,-2.49987956582515,0.407943805997642,0.768757025552199
GRAMD1A,0.592840954931544,0.408096392081699,0.768942924334747
BRCC3,-0.738879290365576,0.408173417908993,0.76898642073617
SRIP3,-1.8777891981164,0.408441491309479,0.769247128410541
AC012519.1,1.47731275828498,0.408471324797535,0.769247128410541
ENO3,-2.23599521390143,0.408473678596226,0.769247128410541
ZDHHC8,-0.863119627446445,0.408546358692414,0.769282378750371
ITCH-IT1,2.26560938209494,0.408725050194265,0.769481694200933
FAM71D,-1.29406510728431,0.408860282184023,0.769481694200933
AC005726.5,1.8502931704475,0.408897316380149,0.769481694200933
MC1R,2.47514277185768,0.408918754941658,0.769481694200933
SLC25A5P6,-1.43833024229716,0.408922090015872,0.769481694200933
HERC2P3,-2.32936697319885,0.408986322149955,0.769490349447431
EIF5AP2,-1.2997470307021,0.409077565941039,0.769490349447431
ATP1A1-AS1,-1.34504387435635,0.409093760654531,0.769490349447431
DDX3X,-0.439582191453526,0.409229024224652,0.769490349447431
SARAF,1.14922092190314,0.409233271884063,0.769490349447431
NMNAT1,-1.84222066409087,0.409318921855116,0.769490349447431
ETFA,-1.20011179627124,0.409342929408204,0.769490349447431
NIPA1,3.07530491128392,0.409433936885018,0.769490349447431
PTPN2P1,1.18395278554224,0.409463137744029,0.769490349447431
FBXL15,3.82865679845325,0.409466455591205,0.769490349447431
U1_ENSG00000270722.1,-1.33127092111826,0.409604123633167,0.769647605972642
EIF3I,-0.660446257862052,0.409791563975493,0.769898331053588
LDAH,-1.11676131626821,0.410074155697121,0.770187914917263
MT1X,-2.89272517894612,0.410252203204673,0.770187914917263
NEB,-2.01780531771124,0.410357841476654,0.770187914917263
TTC34,-6.64621922864799,0.410367722318422,0.770187914917263
PPP2CA,-0.784294222429741,0.410425941512905,0.770187914917263
AC092641.1,-0.819896213080958,0.4104962690323,0.770187914917263
LIMD1,1.36252299690595,0.410505865543337,0.770187914917263
PPOX,-1.1972752809749,0.41054884684952,0.770187914917263
MAK16,1.0353820150148,0.410563143777586,0.770187914917263
MTCO2P22,-0.962118646720321,0.410643930060002,0.770187914917263
EED,1.26212248198521,0.410685810864604,0.770187914917263
TBC1D13,1.26627597365529,0.41072898472747,0.770187914917263
PHF14,-0.760590095223335,0.41075732962389,0.770187914917263
BBS2,1.31169370959642,0.410818200180983,0.770187914917263
AP005403.1,-1.937801777288,0.410842341521556,0.770187914917263
RPS24P6,-1.10889147152668,0.410860876288504,0.770187914917263
CREB3L4,14.3256330879842,0.410911548275247,0.770187914917263
LTA4H,-0.727582816706304,0.410918159431867,0.770187914917263
KLHL21,1.79891327882292,0.411012202966226,0.770227239892696
AL049869.1,2.05044400125795,0.411085452179443,0.770227239892696
CD99,-0.655606112941971,0.411101225332739,0.770227239892696
GNG7,-6.79123515745756,0.411252115448613,0.77039363947676
CERNA1,1.96429896653604,0.411383162822789,0.77039363947676
